"user_id","longitude","latitude","timestamp","datetime","ha"
"cocky_stallman",-38.31779219825007,36.66993728842499,1704951616,"2024-01-11 01:40:16-04:00",9.16974952924884
"cocky_stallman",-38.317801474517,36.66988296859678,1704951816,"2024-01-11 01:43:36-04:00",9.365825810181827
"cocky_stallman",-38.31782077916453,36.66976094109807,1704951915,"2024-01-11 01:45:15-04:00",17.259727995931254
"cocky_stallman",-38.31777008711529,36.6696903931941,1704952161,"2024-01-11 01:49:21-04:00",28.4032857302904
"cocky_stallman",-38.317489780205165,36.66987836172994,1704952217,"2024-01-11 01:50:17-04:00",22.838238195304115
"cocky_stallman",-38.317821852859176,36.66985491029136,1704952372,"2024-01-11 01:52:52-04:00",10.868147284328963
"cocky_stallman",-38.31772147769241,36.66998985173182,1704952677,"2024-01-11 01:57:57-04:00",12.502410167201568
"cocky_stallman",-38.31775009315927,36.66998876217939,1704952783,"2024-01-11 01:59:43-04:00",9.056125051546323
"cocky_stallman",-38.31847552594146,36.669609685391286,1704952870,"2024-01-11 02:01:10-04:00",61.32546086652764
"cocky_stallman",-38.31751291272262,36.669965201119474,1704952924,"2024-01-11 02:02:04-04:00",12.836796667715209
"cocky_stallman",-38.31764759827221,36.669957672442166,1704953049,"2024-01-11 02:04:09-04:00",12.512051453844713
"cocky_stallman",-38.31772242070281,36.66995202823814,1704953207,"2024-01-11 02:06:47-04:00",8.089866192336215
"cocky_stallman",-38.31768132816382,36.66997590797751,1704953402,"2024-01-11 02:10:02-04:00",14.592175688450391
"cocky_stallman",-38.31746382220958,36.67024191407603,1704953483,"2024-01-11 02:11:23-04:00",30.20773499007303
"cocky_stallman",-38.31774250317534,36.66991897118755,1704953833,"2024-01-11 02:17:13-04:00",11.722569072742472
"cocky_stallman",-38.31766932430538,36.66992276541349,1704954125,"2024-01-11 02:22:05-04:00",8.308445583779271
"cocky_stallman",-38.31780051414033,36.66988680761592,1704954194,"2024-01-11 02:23:14-04:00",11.019730418081426
"cocky_stallman",-38.31774059188551,36.66984845740691,1704954386,"2024-01-11 02:26:26-04:00",21.227153458388628
"cocky_stallman",-38.31784306362391,36.669877448100465,1704954532,"2024-01-11 02:28:52-04:00",10.995641345509796
"cocky_stallman",-38.31762297195213,36.66994934674162,1704954637,"2024-01-11 02:30:37-04:00",13.306793121172506
"cocky_stallman",-38.31782322659219,36.66997674484685,1704954675,"2024-01-11 02:31:15-04:00",9.476033531616627
"cocky_stallman",-38.317750279678954,36.66985950366717,1704954727,"2024-01-11 02:32:07-04:00",8.619582019399942
"cocky_stallman",-38.317673932040535,36.66988957562692,1704955131,"2024-01-11 02:38:51-04:00",9.45547130095834
"cocky_stallman",-38.31775108411505,36.6698669470677,1704955400,"2024-01-11 02:43:20-04:00",8.64020994071481
"cocky_stallman",-38.31775413064545,36.66984148345626,1704955500,"2024-01-11 02:45:00-04:00",8.763491828696605
"cocky_stallman",-38.31752142938177,36.669770765714105,1704955647,"2024-01-11 02:47:27-04:00",27.045216502431423
"cocky_stallman",-38.317662962080355,36.66983178809496,1704955727,"2024-01-11 02:48:47-04:00",14.113617227724369
"cocky_stallman",-38.317704213015496,36.66987156529649,1704955811,"2024-01-11 02:50:11-04:00",18.933425958665595
"cocky_stallman",-38.317724920542844,36.66991370857136,1704956377,"2024-01-11 02:59:37-04:00",18.809362390154796
"cocky_stallman",-38.31780213333205,36.66986341320931,1704956768,"2024-01-11 03:06:08-04:00",8.647668216110509
"cocky_stallman",-38.31781027885106,36.66991069253607,1704956963,"2024-01-11 03:09:23-04:00",9.178677052381772
"cocky_stallman",-38.31777827936775,36.66991864733674,1704957135,"2024-01-11 03:12:15-04:00",8.84305573148663
